# raw CPAP telemetry
T,497557,8.69,-2.81,0
T,497577,8.74,-1.73,0
T,497597,8.81,-2.22,0
T,497617,8.64,-1.97,0
T,497637,8.68,-1.67,0
T,497657,8.71,-2.08,0
T,497677,8.78,-2.21,0
T,497697,8.71,-3.71,0
T,497717,8.76,-3.35,0
T,497737,8.78,-3.99,0
T,497757,8.78,-3.04,0
T,497777,8.73,-3.45,0
T,497797,8.68,-2.74,0
T,497817,8.70,-2.66,0
T,497837,8.76,-2.12,0
T,497857,8.74,-1.93,0
T,497877,8.72,-1.68,0
T,497897,8.70,-1.58,0
T,497917,8.73,-3.23,0
T,497937,8.80,-4.03,0
T,497957,8.72,-4.46,0
T,497977,8.69,-3.99,0
T,497997,8.70,-3.74,0
T,498017,8.73,-3.41,0
T,498037,8.81,-3.32,0
T,498057,8.77,-3.88,0
T,498077,8.69,-3.84,0
T,498097,8.75,-4.24,0
T,498117,8.66,-3.63,0
T,498137,8.73,-3.51,0
T,498157,8.76,-2.91,0
T,498177,8.75,-3.58,0
T,498197,8.64,-3.54,0
T,498217,8.72,-3.95,0
T,498237,8.73,-3.13,0
T,498257,8.78,-3.13,0
T,498277,8.71,-3.20,0
T,498297,8.74,-2.18,0
T,498317,8.68,-2.72,0
T,498337,8.63,-2.88,0
T,498357,8.72,-2.89,0
T,498377,8.69,-1.98,0
T,498397,8.73,-3.00,0
T,498417,8.82,-2.32,0
T,498437,8.66,-2.16,0
T,498457,8.70,-2.07,0
T,498477,8.75,-2.40,0
T,498497,8.81,-2.76,0
T,498517,8.74,-2.92,0
T,498537,8.68,-3.71,0
T,498557,8.65,-3.88,0
T,498577,8.58,-3.66,0
T,498597,8.85,-2.76,0
T,498617,8.81,-3.10,0
T,498637,8.71,-3.71,0
T,498657,8.68,-3.83,0
T,498677,8.70,-3.61,0
T,498697,8.71,-2.11,0
T,498717,8.75,-1.59,0
T,498737,8.66,-1.73,0
T,498757,8.67,-2.44,0
T,498777,8.62,-2.27,0
T,498797,8.71,-3.09,0
T,498817,8.65,-3.34,0
T,498837,8.73,-3.78,0
T,498857,8.73,-4.05,0
T,498877,8.70,-3.76,0
T,498897,8.63,-3.60,0
T,498917,8.64,-3.69,0
T,498937,8.66,-4.46,0
T,498957,8.79,-4.36,0
T,498977,8.66,-4.77,0
T,498997,8.63,-3.73,0
T,499017,8.67,-3.04,0
T,499037,8.66,-2.97,0
T,499057,8.63,-3.48,0
T,499077,8.75,-3.52,0
T,499097,8.72,-4.02,0
T,499117,8.73,-4.63,0
T,499137,8.68,-4.58,0
T,499157,8.61,-4.59,0
T,499177,8.71,-4.19,0
T,499197,8.73,-4.74,0
T,499217,8.59,-4.19,0
T,499237,8.67,-3.99,0
T,499257,8.70,-3.62,0
T,499277,8.70,-3.84,0
T,499297,8.68,-3.49,0
T,499317,8.72,-3.60,0
T,499337,8.78,-4.65,0
T,499357,8.86,-4.09,0
T,499377,8.69,-3.70,0
T,499397,8.69,-3.75,0
T,499417,8.74,-4.31,0
T,499437,8.73,-4.42,0
T,499457,8.72,-4.73,0
T,499477,8.73,-5.51,0
T,499497,8.71,-5.84,0
T,499517,8.79,-5.61,0
T,499537,8.78,-5.65,0
T,499557,8.81,-5.23,0
T,499577,8.75,-4.21,0
T,499597,8.66,-3.43,0
T,499617,8.71,-1.73,0
T,499637,8.65,-1.65,0
T,499657,8.76,-2.28,0
T,499677,8.75,-1.62,0
T,499697,8.66,-0.92,0
T,499717,8.79,-0.79,0
T,499737,8.73,-1.63,0
T,499757,8.73,-1.42,0
T,499777,8.76,-1.76,0
T,499797,8.65,-2.65,0
T,499817,8.69,-2.18,0
T,499837,8.72,-2.41,0
T,499857,8.64,-2.67,0
T,499877,8.68,-2.70,0
T,499897,8.65,-1.33,0
T,499917,8.61,-1.93,0
T,499937,8.65,-1.64,0
T,499957,8.64,0.37,0
T,499977,8.70,0.41,0
T,499997,8.72,-0.17,0
T,500017,8.73,-0.07,0
T,500037,8.70,0.25,0
T,500057,8.77,0.33,0
T,500077,8.71,-0.15,0
T,500097,8.75,-1.28,0
T,500117,8.69,-1.83,0
T,500137,8.73,-2.50,0
T,500157,8.77,-2.55,0
T,500177,8.75,-1.00,0
T,500197,8.69,-1.41,0
T,500217,8.74,0.24,0
T,500237,8.75,-0.30,0
T,500257,8.75,-1.54,0
T,500277,8.63,-2.49,0
T,500297,8.65,-2.16,0
T,500317,8.60,-2.38,0
T,500337,8.76,-2.74,0
T,500357,8.80,-2.56,0
T,500377,8.67,-3.66,0
T,500397,8.71,-2.28,0
T,500417,8.74,-1.69,0
T,500437,8.63,-0.95,0
T,500457,8.67,0.43,0
T,500477,8.76,0.75,0
T,500497,8.69,0.87,0
T,500517,8.70,-0.50,0
T,500537,8.61,-0.61,0
T,500557,8.60,-1.24,0
T,500577,8.74,-1.74,0
T,500597,8.78,-2.27,0
T,500617,8.75,-2.84,0
T,500637,8.61,-1.17,0
